run_id,cell_id,trial_id,repeat_index,prompt_id,prompt_label,baseline_id,baseline_label,session_id,round_id,round_index,candidate_count,feedback_count,render_status,latency_ms,selected_candidate_id
product_hero_shot__updater_linear_preference__r1,product_hero_shot__updater_linear_preference,r1,0,product_hero_shot,Product hero shot,updater_linear_preference,Updater: linear preference,ses_3073c72dcf10,rnd_ed141301b085,1,5,1,succeeded,75,cand_7b9a2d565117
product_hero_shot__updater_linear_preference__r1,product_hero_shot__updater_linear_preference,r1,0,product_hero_shot,Product hero shot,updater_linear_preference,Updater: linear preference,ses_3073c72dcf10,rnd_c4702505c6e8,2,5,0,succeeded,75,cand_7b9a2d565117
product_hero_shot__updater_linear_preference__r2,product_hero_shot__updater_linear_preference,r2,1,product_hero_shot,Product hero shot,updater_linear_preference,Updater: linear preference,ses_c410ebb7fdb9,rnd_8345c544f13a,1,5,1,succeeded,75,cand_6c1df9e6c300
product_hero_shot__updater_linear_preference__r2,product_hero_shot__updater_linear_preference,r2,1,product_hero_shot,Product hero shot,updater_linear_preference,Updater: linear preference,ses_c410ebb7fdb9,rnd_4057bd74b6a8,2,5,0,succeeded,75,cand_6c1df9e6c300
product_hero_shot__updater_linear_preference__r3,product_hero_shot__updater_linear_preference,r3,2,product_hero_shot,Product hero shot,updater_linear_preference,Updater: linear preference,ses_7d133b6a3bbb,rnd_7b525521f705,1,5,1,succeeded,75,cand_c9e12f3abc1b
product_hero_shot__updater_linear_preference__r3,product_hero_shot__updater_linear_preference,r3,2,product_hero_shot,Product hero shot,updater_linear_preference,Updater: linear preference,ses_7d133b6a3bbb,rnd_8033739dffe3,2,5,0,succeeded,75,cand_c9e12f3abc1b
portrait_character__updater_winner_copy__r1,portrait_character__updater_winner_copy,r1,0,portrait_character,Portrait / character,updater_winner_copy,Updater: winner copy,ses_69ab6612acfd,rnd_fecc2384359c,1,5,1,succeeded,75,cand_2452ec7cdddd
portrait_character__updater_winner_copy__r1,portrait_character__updater_winner_copy,r1,0,portrait_character,Portrait / character,updater_winner_copy,Updater: winner copy,ses_69ab6612acfd,rnd_8b5b3287ac9c,2,5,0,succeeded,75,cand_2452ec7cdddd
portrait_character__updater_winner_copy__r2,portrait_character__updater_winner_copy,r2,1,portrait_character,Portrait / character,updater_winner_copy,Updater: winner copy,ses_7ba2d9aceb36,rnd_a759f40699e8,1,5,1,succeeded,75,cand_47ba39add012
portrait_character__updater_winner_copy__r2,portrait_character__updater_winner_copy,r2,1,portrait_character,Portrait / character,updater_winner_copy,Updater: winner copy,ses_7ba2d9aceb36,rnd_1f9ec5a6ab28,2,5,0,succeeded,75,cand_47ba39add012
portrait_character__updater_winner_copy__r3,portrait_character__updater_winner_copy,r3,2,portrait_character,Portrait / character,updater_winner_copy,Updater: winner copy,ses_a98264d0c10a,rnd_73bd18e460e4,1,5,1,succeeded,75,cand_ad5144bd1364
portrait_character__updater_winner_copy__r3,portrait_character__updater_winner_copy,r3,2,portrait_character,Portrait / character,updater_winner_copy,Updater: winner copy,ses_a98264d0c10a,rnd_f0aee83ebec3,2,5,0,succeeded,75,cand_ad5144bd1364
portrait_character__updater_winner_average__r1,portrait_character__updater_winner_average,r1,0,portrait_character,Portrait / character,updater_winner_average,Updater: winner average,ses_f2180abe0a0e,rnd_821cca8d5863,1,5,1,succeeded,75,cand_0d3ec72e69e0
portrait_character__updater_winner_average__r1,portrait_character__updater_winner_average,r1,0,portrait_character,Portrait / character,updater_winner_average,Updater: winner average,ses_f2180abe0a0e,rnd_c8f5fc7bf0f4,2,5,0,succeeded,75,cand_0d3ec72e69e0
portrait_character__updater_winner_average__r2,portrait_character__updater_winner_average,r2,1,portrait_character,Portrait / character,updater_winner_average,Updater: winner average,ses_9ed3abf394cd,rnd_86bdecbd78d0,1,5,1,succeeded,75,cand_6a1da05261c0
portrait_character__updater_winner_average__r2,portrait_character__updater_winner_average,r2,1,portrait_character,Portrait / character,updater_winner_average,Updater: winner average,ses_9ed3abf394cd,rnd_0cc61470b30f,2,5,0,succeeded,75,cand_6a1da05261c0
portrait_character__updater_winner_average__r3,portrait_character__updater_winner_average,r3,2,portrait_character,Portrait / character,updater_winner_average,Updater: winner average,ses_092c3007f2f8,rnd_628bfff66830,1,5,1,succeeded,75,cand_748377fa4e9b
portrait_character__updater_winner_average__r3,portrait_character__updater_winner_average,r3,2,portrait_character,Portrait / character,updater_winner_average,Updater: winner average,ses_092c3007f2f8,rnd_26cd517c05c2,2,5,0,succeeded,75,cand_748377fa4e9b
portrait_character__updater_linear_preference__r1,portrait_character__updater_linear_preference,r1,0,portrait_character,Portrait / character,updater_linear_preference,Updater: linear preference,ses_5334d9e82801,rnd_52f00b45bc6c,1,5,1,succeeded,75,cand_edc9e87caef3
portrait_character__updater_linear_preference__r1,portrait_character__updater_linear_preference,r1,0,portrait_character,Portrait / character,updater_linear_preference,Updater: linear preference,ses_5334d9e82801,rnd_5d9811fc2829,2,5,0,succeeded,75,cand_edc9e87caef3
portrait_character__updater_linear_preference__r2,portrait_character__updater_linear_preference,r2,1,portrait_character,Portrait / character,updater_linear_preference,Updater: linear preference,ses_bcfca5f8f98c,rnd_b6d5bbc574eb,1,5,1,succeeded,75,cand_09dbebc6443b
portrait_character__updater_linear_preference__r2,portrait_character__updater_linear_preference,r2,1,portrait_character,Portrait / character,updater_linear_preference,Updater: linear preference,ses_bcfca5f8f98c,rnd_70998fa4bf86,2,5,0,succeeded,75,cand_09dbebc6443b
portrait_character__updater_linear_preference__r3,portrait_character__updater_linear_preference,r3,2,portrait_character,Portrait / character,updater_linear_preference,Updater: linear preference,ses_8bbdb92e913e,rnd_c27db42ba7b5,1,5,1,succeeded,75,cand_49ad3bb51cf7
portrait_character__updater_linear_preference__r3,portrait_character__updater_linear_preference,r3,2,portrait_character,Portrait / character,updater_linear_preference,Updater: linear preference,ses_8bbdb92e913e,rnd_5b1494307af1,2,5,0,succeeded,75,cand_49ad3bb51cf7
landscape_environment__updater_winner_copy__r1,landscape_environment__updater_winner_copy,r1,0,landscape_environment,Landscape / environment,updater_winner_copy,Updater: winner copy,ses_39cd71600590,rnd_6206250714ec,1,5,1,succeeded,75,cand_6ad7416f5685
landscape_environment__updater_winner_copy__r1,landscape_environment__updater_winner_copy,r1,0,landscape_environment,Landscape / environment,updater_winner_copy,Updater: winner copy,ses_39cd71600590,rnd_bb384b05ee6d,2,5,0,succeeded,75,cand_6ad7416f5685
landscape_environment__updater_winner_copy__r2,landscape_environment__updater_winner_copy,r2,1,landscape_environment,Landscape / environment,updater_winner_copy,Updater: winner copy,ses_96b58f179854,rnd_a26e8c8872f1,1,5,1,succeeded,75,cand_4d8fd10651f9
landscape_environment__updater_winner_copy__r2,landscape_environment__updater_winner_copy,r2,1,landscape_environment,Landscape / environment,updater_winner_copy,Updater: winner copy,ses_96b58f179854,rnd_9a28771a770b,2,5,0,succeeded,75,cand_4d8fd10651f9
landscape_environment__updater_winner_copy__r3,landscape_environment__updater_winner_copy,r3,2,landscape_environment,Landscape / environment,updater_winner_copy,Updater: winner copy,ses_dd68bbbe6422,rnd_78e62033756d,1,5,1,succeeded,75,cand_8b935613db02
landscape_environment__updater_winner_copy__r3,landscape_environment__updater_winner_copy,r3,2,landscape_environment,Landscape / environment,updater_winner_copy,Updater: winner copy,ses_dd68bbbe6422,rnd_542e5af37394,2,5,0,succeeded,75,cand_8b935613db02
landscape_environment__updater_winner_average__r1,landscape_environment__updater_winner_average,r1,0,landscape_environment,Landscape / environment,updater_winner_average,Updater: winner average,ses_2eaf9d88b3a5,rnd_0187f51c3374,1,5,1,succeeded,75,cand_892cc7b9158b
landscape_environment__updater_winner_average__r1,landscape_environment__updater_winner_average,r1,0,landscape_environment,Landscape / environment,updater_winner_average,Updater: winner average,ses_2eaf9d88b3a5,rnd_ade8e60fd8ba,2,5,0,succeeded,75,cand_892cc7b9158b
landscape_environment__updater_winner_average__r2,landscape_environment__updater_winner_average,r2,1,landscape_environment,Landscape / environment,updater_winner_average,Updater: winner average,ses_d96c716a2ac3,rnd_7bd5791bacd3,1,5,1,succeeded,75,cand_afc6e656c9cd
landscape_environment__updater_winner_average__r2,landscape_environment__updater_winner_average,r2,1,landscape_environment,Landscape / environment,updater_winner_average,Updater: winner average,ses_d96c716a2ac3,rnd_053da08304eb,2,5,0,succeeded,75,cand_afc6e656c9cd
landscape_environment__updater_winner_average__r3,landscape_environment__updater_winner_average,r3,2,landscape_environment,Landscape / environment,updater_winner_average,Updater: winner average,ses_5370c7849197,rnd_be7a4acfeaa9,1,5,1,succeeded,75,cand_dbf30653f198
landscape_environment__updater_winner_average__r3,landscape_environment__updater_winner_average,r3,2,landscape_environment,Landscape / environment,updater_winner_average,Updater: winner average,ses_5370c7849197,rnd_ab540f07f597,2,5,0,succeeded,75,cand_dbf30653f198
landscape_environment__updater_linear_preference__r1,landscape_environment__updater_linear_preference,r1,0,landscape_environment,Landscape / environment,updater_linear_preference,Updater: linear preference,ses_0f3126343070,rnd_6a287c896e3a,1,5,1,succeeded,75,cand_3c1c4478721f
landscape_environment__updater_linear_preference__r1,landscape_environment__updater_linear_preference,r1,0,landscape_environment,Landscape / environment,updater_linear_preference,Updater: linear preference,ses_0f3126343070,rnd_f0fd51d471d0,2,5,0,succeeded,75,cand_3c1c4478721f
landscape_environment__updater_linear_preference__r2,landscape_environment__updater_linear_preference,r2,1,landscape_environment,Landscape / environment,updater_linear_preference,Updater: linear preference,ses_daabd1d847a9,rnd_12237bd441ef,1,5,1,succeeded,75,cand_764ab8de5e16
landscape_environment__updater_linear_preference__r2,landscape_environment__updater_linear_preference,r2,1,landscape_environment,Landscape / environment,updater_linear_preference,Updater: linear preference,ses_daabd1d847a9,rnd_58b75201c611,2,5,0,succeeded,75,cand_764ab8de5e16
landscape_environment__updater_linear_preference__r3,landscape_environment__updater_linear_preference,r3,2,landscape_environment,Landscape / environment,updater_linear_preference,Updater: linear preference,ses_b7df08ff7f6e,rnd_3dc10b2e9be8,1,5,1,succeeded,75,cand_44be8aac041e
landscape_environment__updater_linear_preference__r3,landscape_environment__updater_linear_preference,r3,2,landscape_environment,Landscape / environment,updater_linear_preference,Updater: linear preference,ses_b7df08ff7f6e,rnd_e2b1fc93fe32,2,5,0,succeeded,75,cand_44be8aac041e
